vehicle_type,fuel_type,engine_size,age_of_vehicle,mileage,emission_level
0.0,0.0,0.3746386134092265,0.7586206896551724,0.9713982662179336,Medium
0.6666666666666666,0.0,0.9509822237862713,0.10344827586206896,0.6282108156247186,Medium
0.6666666666666666,0.3333333333333333,0.732197544922115,0.5862068965517241,0.9385871577381448,High
1.0,0.0,0.598822880295374,0.13793103448275862,0.504541254873969,High
1.0,0.3333333333333333,0.15605287922072456,0.5172413793103449,0.3060435546868485,Low
0.3333333333333333,0.6666666666666666,0.1560287520220239,0.4482758620689655,0.24040466033147992,Medium
0.3333333333333333,0.6666666666666666,0.05808905335630445,0.896551724137931,0.5650068210548786,High
0.3333333333333333,0.3333333333333333,0.8664192048820101,0.896551724137931,0.9894332020266371,Low
0.3333333333333333,0.0,0.6012801301783322,0.6206896551724138,0.300720129950268,Low
0.6666666666666666,0.0,0.7082691468797103,0.4482758620689655,0.1285593731967566,Low
0.0,0.0,0.02057890894674554,0.27586206896551724,0.7650288352173231,Medium
1.0,0.6666666666666666,0.9701834139484204,0.1724137931034483,0.3650148262048585,Low
1.0,0.6666666666666666,0.8326757806409296,0.5517241379310345,0.07517169378967135,Medium
0.0,0.3333333333333333,0.2123899103730141,0.6206896551724138,0.7518703699379934,High
1.0,1.0,0.1818667942817867,0.3793103448275862,0.3662656308892054,High
1.0,0.6666666666666666,0.18344680138933062,0.10344827586206896,0.5792126267899015,Medium
0.0,0.6666666666666666,0.30432006657806077,0.5172413793103449,0.6236512156153792,Low
0.3333333333333333,0.0,0.5248990969866223,0.8275862068965517,0.7235755002384867,Low
0.3333333333333333,0.3333333333333333,0.43206039299467286,0.3448275862068966,0.7659761112982686,High
1.0,0.6666666666666666,0.2913031373409214,0.7241379310344828,0.44073687405564244,High
0.0,0.6666666666666666,0.612021170609529,0.10344827586206896,0.14536685267522106,Low
0.0,1.0,0.13952324035340247,0.5517241379310345,0.5672916242782857,Low
0.0,0.6666666666666666,0.29221891488140894,0.2413793103448276,0.8915102048984846,High
1.0,0.6666666666666666,0.36645793305073826,0.4482758620689655,0.05055585760172378,High
0.6666666666666666,0.0,0.45619245246525075,0.896551724137931,0.8479788664040533,High
0.3333333333333333,0.0,0.7853952025653241,0.034482758620689655,0.8169622457114076,Medium
0.0,1.0,0.19972085763974237,0.3448275862068966,0.7170446320466166,High
0.6666666666666666,0.0,0.5143740097979023,0.3448275862068966,0.49432801769138146,Medium
1.0,0.6666666666666666,0.5925771289501379,0.7931034482758621,0.4704893481473081,Medium
1.0,0.6666666666666666,0.046452433190141716,0.7241379310344828,0.6581500765492467,Low
0.0,1.0,0.607711861017609,0.7931034482758621,0.09970747847782073,High
0.3333333333333333,1.0,0.1705626277725821,0.1724137931034483,0.8105748031233427,High
0.0,0.3333333333333333,0.0650590830935667,0.6896551724137931,0.8272321860396855,Medium
0.6666666666666666,0.0,0.9491529168839435,0.6896551724137931,0.7152067830304162,High
0.6666666666666666,0.6666666666666666,0.9659043369772321,0.4482758620689655,0.6948136634568239,High
1.0,0.0,0.8086234174889584,1.0,0.9589502579993129,Medium
0.3333333333333333,0.3333333333333333,0.3046917020383996,0.3103448275862069,0.4847385151113883,High
0.0,0.0,0.09768919611063485,0.8620689655172413,0.47637313338247605,Medium
0.0,0.3333333333333333,0.6844225856256394,0.896551724137931,0.6170703152361352,Low
0.6666666666666666,1.0,0.4402702814830407,0.2413793103448276,0.15506309058827847,Low
0.6666666666666666,0.6666666666666666,0.12206248175588819,0.20689655172413793,0.5370621766669891,Low
0.6666666666666666,0.6666666666666666,0.49531087766923204,0.2413793103448276,0.012381298635455477,High
1.0,0.0,0.034386994811369594,0.9310344827586207,0.8792056222836692,High
1.0,0.6666666666666666,0.9095761476641648,0.2413793103448276,0.02650371739152188,Medium
1.0,0.3333333333333333,0.2588444371356946,0.7586206896551724,0.25139839963709987,Medium
0.0,0.3333333333333333,0.6627054594691518,0.034482758620689655,0.04616970250861387,High
0.3333333333333333,1.0,0.31179109590269094,0.896551724137931,0.26931992915442265,High
1.0,0.0,0.5202093079149094,0.5172413793103449,0.7146030613027714,Medium
0.0,0.3333333333333333,0.546859400180656,0.27586206896551724,0.42247846114333554,Low
0.0,1.0,0.18489717341491543,0.41379310344827586,0.1123622864042534,Medium
1.0,0.6666666666666666,0.969858093919431,0.7586206896551724,0.6989629995296974,High
0.6666666666666666,0.6666666666666666,0.7753491113696972,0.3793103448275862,0.8122992458481623,High
1.0,1.0,0.9397635610859739,0.896551724137931,0.5817142361585954,Low
0.3333333333333333,0.0,0.8950788343615133,0.7241379310344828,0.4363073577334752,High
1.0,0.6666666666666666,0.5980641518725006,0.8275862068965517,0.5081235594899385,Low
1.0,0.6666666666666666,0.9221336720368142,0.9655172413793104,0.574819800738475,High
1.0,0.0,0.08850688491047909,0.5517241379310345,0.05607607560864156,High
0.0,1.0,0.19602885259329997,0.896551724137931,0.7696551448098277,High
1.0,0.0,0.04522894972368466,0.034482758620689655,0.8811268582788261,High
0.6666666666666666,1.0,0.32541435528988955,0.41379310344827586,0.48295069828256176,Medium
0.3333333333333333,0.6666666666666666,0.388779941256857,0.0,0.6579132575290103,Medium
1.0,0.0,0.2714171832124827,0.8620689655172413,0.6164899418625983,High
1.0,0.6666666666666666,0.8289695595062273,0.9310344827586207,0.21085231498930979,High
0.0,1.0,0.35684659108643063,0.6206896551724138,0.25859636366062166,Low
1.0,0.0,0.28100547971569506,0.3448275862068966,0.413902944227453,High
0.0,0.0,0.5428440236296344,0.13793103448275862,0.051940081452401046,Low
0.6666666666666666,0.3333333333333333,0.14095402527176007,0.0,0.8654267578809034,Medium
0.0,0.3333333333333333,0.8024212269214852,0.6551724137931034,0.4645688726413993,Low
0.6666666666666666,0.0,0.0745609269640426,1.0,0.915749131941549,High
0.6666666666666666,0.3333333333333333,0.9871654904631063,0.41379310344827586,0.8669377299395945,Medium
0.6666666666666666,0.6666666666666666,0.7724602080789841,0.2413793103448276,0.011410674200402258,High
0.6666666666666666,0.0,0.19876247528807087,0.1724137931034483,0.8815337867361336,High
0.3333333333333333,1.0,0.005512102714048653,0.9655172413793104,0.3795441734182324,Low
1.0,0.6666666666666666,0.8156895750053768,0.5517241379310345,0.8136701277822066,Medium
1.0,1.0,0.7070535555942816,0.3793103448275862,0.9137144896550113,High
1.0,0.0,0.7292098928971185,0.0,0.7859623024145533,High
0.6666666666666666,0.3333333333333333,0.7714854989413423,0.06896551724137931,0.44636049191646626,Low
0.3333333333333333,0.3333333333333333,0.07405478623248904,0.4482758620689655,0.8748061252739262,Medium
1.0,0.6666666666666666,0.35855949646529583,0.8620689655172413,0.08225958700097062,Medium
1.0,1.0,0.11589149240314231,0.2413793103448276,0.6244617370508361,Low
0.3333333333333333,1.0,0.8633455814558102,0.3448275862068966,0.5211052443738805,Medium
1.0,1.0,0.6234697681612645,0.896551724137931,0.9357553359327834,High
0.6666666666666666,0.6666666666666666,0.3309836865480737,0.4482758620689655,0.4344027991341096,Medium
0.3333333333333333,1.0,0.06356540130941893,0.2413793103448276,0.4903888168054782,Medium
0.6666666666666666,0.6666666666666666,0.3110621272402432,0.9655172413793104,0.7508030166073507,Medium
0.3333333333333333,0.6666666666666666,0.32526730332576087,0.06896551724137931,0.2560447221045539,High
0.0,0.3333333333333333,0.7298090793319197,0.20689655172413793,0.7528009686231476,High
0.6666666666666666,1.0,0.6377333056193474,0.9310344827586207,0.27076752710910684,High
0.3333333333333333,0.0,0.8874619874506822,0.6206896551724138,0.4310306297051103,Medium
0.6666666666666666,1.0,0.4723421407962735,0.10344827586206896,0.9045485929281171,Low
0.0,0.3333333333333333,0.11961777419958594,0.8275862068965517,0.7819864112579092,High
0.0,0.0,0.7134428771840216,0.5172413793103449,0.42117762427161476,High
1.0,0.0,0.7609971176923324,0.41379310344827586,0.28025696531435224,Medium
0.6666666666666666,1.0,0.5614306017787029,0.6551724137931034,0.31480585843559356,High
0.0,0.6666666666666666,0.7711822430644144,0.6206896551724138,0.2652172897897648,Low
0.3333333333333333,1.0,0.4939291577499351,0.13793103448275862,0.3088653700547352,Low
0.0,0.6666666666666666,0.5228748997003703,0.7586206896551724,0.6600279513153462,High
0.6666666666666666,0.3333333333333333,0.4276550977240366,0.13793103448275862,0.5751566841334592,High
0.0,0.0,0.02541496300859561,0.6551724137931034,0.5216622693933097,Medium
1.0,0.0,0.10791151406516036,0.7931034482758621,0.12921312711177524,High
0.0,0.0,0.031426789196493665,0.10344827586206896,0.17134022888057984,High
1.0,0.3333333333333333,0.6365859082372944,0.034482758620689655,0.19127638780949077,High
1.0,0.6666666666666666,0.31443677861838487,0.8620689655172413,0.6911746556951639,Medium
0.6666666666666666,0.3333333333333333,0.5087085971359636,0.41379310344827586,0.7960688042640766,High
0.0,0.6666666666666666,0.9078217037725719,1.0,0.6788066989763415,High
1.0,0.6666666666666666,0.2493538948307929,0.5172413793103449,0.3170739842632093,Low
0.3333333333333333,0.0,0.4104919570990818,0.7241379310344828,0.8727481346332807,High
1.0,1.0,0.7557616685981757,0.034482758620689655,0.697345292137942,Medium
0.3333333333333333,1.0,0.22885380493699575,0.6206896551724138,0.6247152334668636,Medium
0.6666666666666666,0.0,0.07699090743369384,0.5517241379310345,0.10177214007678273,Medium
1.0,0.0,0.289825015545793,0.13793103448275862,0.903914851888048,High
0.6666666666666666,0.6666666666666666,0.16125705585970337,0.8275862068965517,0.5454942679790665,Low
0.6666666666666666,1.0,0.9299593898157665,0.5862068965517241,0.7671935611910329,High
0.3333333333333333,0.3333333333333333,0.8083463674948909,0.9310344827586207,0.8437127885606407,Low
1.0,1.0,0.6335783693833973,0.7586206896551724,0.0076682665848362445,High
1.0,0.3333333333333333,0.8717052031746172,0.6896551724137931,0.32145013291884444,High
1.0,0.6666666666666666,0.8038967568154956,0.5862068965517241,0.6195619181673543,High
0.0,0.0,0.18661328124500334,0.2413793103448276,0.3705550570867258,Medium
0.6666666666666666,0.0,0.8928098154197003,0.896551724137931,0.9345212086442278,Low
1.0,0.3333333333333333,0.5394891961970355,0.4827586206896552,0.5851130894208607,High
0.6666666666666666,0.3333333333333333,0.8076659430759746,0.41379310344827586,0.20590579939761247,Medium
0.6666666666666666,1.0,0.8963431555190627,0.41379310344827586,0.1716871187130387,Low
0.3333333333333333,0.0,0.31808534505187147,0.5172413793103449,0.37616533303091654,High
0.6666666666666666,0.6666666666666666,0.11007264688931283,0.7241379310344828,0.34529547342123434,Low
0.3333333333333333,0.6666666666666666,0.22799054822310305,0.6551724137931034,0.6117235421454469,Medium
0.0,1.0,0.42722174060144674,0.41379310344827586,0.13048728015022998,High
1.0,0.3333333333333333,0.8182436632765765,0.6551724137931034,0.38974073320502856,Low
0.0,1.0,0.860972041107152,0.034482758620689655,0.13008368717208071,High
0.3333333333333333,0.6666666666666666,0.006942536614087861,0.06896551724137931,0.221359074337824,Medium
0.3333333333333333,0.0,0.510885848576859,0.4827586206896552,0.5491799724489421,Medium
0.0,1.0,0.41752210380448557,0.7586206896551724,0.6945735089574293,Low
0.6666666666666666,0.0,0.22216148263120591,0.6206896551724138,0.22859372863208663,High
1.0,0.0,0.11988897531764618,0.41379310344827586,0.9041316580333347,Medium
0.3333333333333333,1.0,0.3377028082619435,0.13793103448275862,0.9459018635322057,High
0.6666666666666666,0.6666666666666666,0.9431753263618371,0.8620689655172413,0.033204695020463165,High
0.0,0.6666666666666666,0.3232863309902308,0.7241379310344828,0.5972342206819721,High
1.0,0.0,0.5189315328638333,0.1724137931034483,0.0025282932019599275,Low
0.0,0.3333333333333333,0.703214041972777,0.4482758620689655,0.9413989666685568,High
0.0,1.0,0.3637248887266154,0.10344827586206896,0.01257142094747621,High
0.0,0.0,0.9720561950328659,0.7241379310344828,0.16781462741030062,Medium
0.3333333333333333,1.0,0.9627186623791986,0.6206896551724138,0.25175863138619176,High
0.0,1.0,0.2518446937061791,0.7586206896551724,0.2879652576490876,High
0.0,0.6666666666666666,0.49738308259875297,0.20689655172413793,0.7467037127218511,Low
0.0,0.3333333333333333,0.30095514427778935,0.10344827586206896,0.3502920212003055,High
0.0,0.3333333333333333,0.2849126129524087,0.034482758620689655,0.6872187774134694,High
1.0,0.0,0.03688615570769294,0.896551724137931,0.5987885539697205,Medium
1.0,0.6666666666666666,0.6097319369205478,0.20689655172413793,0.8452804637650222,Medium
0.3333333333333333,1.0,0.5028151967674912,0.06896551724137931,0.19293412095114523,High
0.3333333333333333,0.0,0.051482250292558776,0.4827586206896552,0.7131187730773464,High
1.0,1.0,0.2787167614699476,0.0,0.9495742260854483,High
0.6666666666666666,0.0,0.90852132147378,0.034482758620689655,0.47261404837111876,Low
1.0,1.0,0.23962069516321566,0.3103448275862069,0.8681084831241432,High
0.0,0.0,0.14492583994869843,0.5172413793103449,0.7300496652846664,High
1.0,1.0,0.4895850446612413,0.8275862068965517,0.4112612447341123,Medium
1.0,0.0,0.9859286443881004,0.9310344827586207,0.5480459095351343,High
0.6666666666666666,0.3333333333333333,0.24211480918116485,0.4827586206896552,0.4281687885873245,High
0.6666666666666666,0.6666666666666666,0.6723215492809378,0.7931034482758621,0.418252409049822,Medium
0.3333333333333333,0.0,0.761831929806748,0.4827586206896552,0.6828359577995177,Medium
0.6666666666666666,1.0,0.23769578263852903,0.4482758620689655,0.4909825320956482,Medium
0.3333333333333333,0.0,0.728418840929192,0.7241379310344828,0.7349795034805725,Medium
0.3333333333333333,0.0,0.3678796404034819,0.4482758620689655,0.20453491746356822,High
0.3333333333333333,0.3333333333333333,0.6324801206237343,0.1724137931034483,0.1504467874332487,High
0.6666666666666666,0.3333333333333333,0.6337043606704523,0.4482758620689655,0.5537629208123893,Medium
0.3333333333333333,0.3333333333333333,0.5359205893232234,0.5517241379310345,0.4955187837508797,High
1.0,0.0,0.09030468139586412,0.5862068965517241,0.0431310809954404,Medium
0.3333333333333333,1.0,0.8355364763640638,0.6551724137931034,0.0172877884772537,Low
0.3333333333333333,0.3333333333333333,0.3208627515022242,0.6206896551724138,0.14919264726974354,Low
1.0,0.0,0.18656171760109724,1.0,0.0777233353457391,Medium
0.3333333333333333,0.0,0.0407754932232945,0.5517241379310345,0.6252889358820841,High
0.3333333333333333,0.3333333333333333,0.5910550558454911,0.5172413793103449,0.7322577524874336,Low
0.6666666666666666,1.0,0.6777519600488696,0.2413793103448276,0.531822138909365,High
0.3333333333333333,1.0,0.01658106836770886,0.20689655172413793,0.030152731590656654,Medium
0.0,0.0,0.5122320000152288,0.6551724137931034,0.1585219824753925,High
0.3333333333333333,0.0,0.226550737630262,0.9310344827586207,0.6284409636866384,Low
1.0,0.3333333333333333,0.6453508639422206,0.3793103448275862,0.33834433485542365,High
0.0,1.0,0.17440606291212257,0.27586206896551724,0.8784818233063271,Low
0.0,0.3333333333333333,0.6911292687223651,0.896551724137931,0.6188181063150627,Low
0.6666666666666666,0.3333333333333333,0.3868374268435215,0.4482758620689655,0.07953783600783171,Low
0.3333333333333333,1.0,0.9369937940537331,0.6551724137931034,0.442911606466827,Low
1.0,0.3333333333333333,0.13754974371538267,0.0,0.6139616486606383,Low
0.6666666666666666,0.6666666666666666,0.34115500272072924,0.3103448275862069,0.42275197043431273,Low
1.0,0.3333333333333333,0.11349524971558057,0.5517241379310345,0.7855720513530371,Low
0.0,1.0,0.9249538843260082,0.5517241379310345,0.02387202433565594,High
1.0,0.6666666666666666,0.877585695005899,0.5517241379310345,0.9240244557331884,Medium
0.3333333333333333,0.3333333333333333,0.25800583673462735,0.10344827586206896,0.08938750596216899,Medium
0.6666666666666666,0.0,0.660166474785681,0.5517241379310345,0.003302124366675895,Low
0.3333333333333333,1.0,0.8174508645030069,0.5862068965517241,0.9239177204001241,Medium
0.3333333333333333,1.0,0.5553524290600864,0.6551724137931034,0.7008842355248543,Medium
0.3333333333333333,0.6666666666666666,0.5297946828239964,0.7586206896551724,0.3137985437297995,High
0.6666666666666666,0.6666666666666666,0.24191176888409213,0.034482758620689655,0.23748278058884548,Medium
0.3333333333333333,0.6666666666666666,0.09311850630345903,0.2413793103448276,0.708829346879826,Low
0.3333333333333333,0.6666666666666666,0.8974679441934277,0.41379310344827586,0.7343324205238704,Low
0.3333333333333333,1.0,0.9006711850328146,0.7586206896551724,0.8234630945908534,Medium
1.0,1.0,0.6332759812557834,0.8275862068965517,0.7862758374554296,Medium
0.0,0.6666666666666666,0.33911784387296345,1.0,0.9087179418759402,High
0.3333333333333333,0.6666666666666666,0.34930062078098445,0.7241379310344828,0.9049521859062664,High
0.0,0.0,0.7261575064423637,0.6551724137931034,0.8305076265730954,Medium
0.0,0.0,0.8973624151712115,0.7241379310344828,0.16673393216302487,High
0.6666666666666666,0.6666666666666666,0.8873356319958379,0.4827586206896552,0.28332894161910827,Low
0.3333333333333333,0.3333333333333333,0.7800932284538347,0.6551724137931034,0.67716230775132,Low
0.0,0.3333333333333333,0.6422087960401617,0.7586206896551724,0.9776823089520925,High
0.6666666666666666,1.0,0.0841530679991924,0.27586206896551724,0.1931542625755903,Medium
0.0,1.0,0.16166460250332287,0.06896551724137931,0.7818696694873702,Medium
0.6666666666666666,0.3333333333333333,0.8988067683298901,0.06896551724137931,0.2325496069137812,High
0.3333333333333333,0.6666666666666666,0.606595740679386,0.034482758620689655,0.9791199004693019,High
0.6666666666666666,1.0,0.00918811781387557,0.0,0.3031150039858976,Medium
0.6666666666666666,1.0,0.10148974218439083,0.4482758620689655,0.5193507823366366,High
0.0,0.6666666666666666,0.6636852322386686,0.5517241379310345,0.5876947502893528,Medium
1.0,0.0,0.0050514340178181615,0.41379310344827586,0.38263616259793803,Low
0.3333333333333333,0.0,0.1608436985120644,0.6206896551724138,0.7091962495872345,High
0.3333333333333333,0.0,0.5488835052128516,1.0,0.707745316153392,High
